(nh4)2so4
ammonium hydrogen sulfate
ammonium sulfate
diammonium sulfate
sulfuric acid
sulfuric acid ammonium salt 
sulfuric acid diammonium saltammoniun sulfate
ammoniun sulphate
ammoniunm sulphate
ammonius sulfate
ammoniumsulphate
amso4
amsulfate
